Age,OTU_3_Median,OTU_3_LowerQuantile,OTU_3_UpperQuantile,OTU_16_Median,OTU_16_LowerQuantile,OTU_16_UpperQuantile,hzo_Median,hzo_LowerQuantile,hzo_UpperQuantile
8636,1.0,1.0,1.0,1.0,1.0,1.0,2504.7512218725633,2369.6017407568006,2640.8592099465936
8686,1.0,1.0,1.0,1.0,1.0,1.0,2505.2307946666706,2369.490254817929,2640.9713345154123
8736,1.0,1.0,1.0,1.0,1.0,1.0,2505.081629179096,2368.9197167870875,2640.2709564825905
8786,1.0,1.0,1.0,1.0,1.0,1.0,2505.4294295577843,2368.9241615866763,2639.941919894278
8836,1.0,1.0,1.0,1.0,1.0,1.0,2504.25302793742,2369.2837882533913,2640.2074445534495
8886,1.0,1.0,1.0,1.0,1.0,1.0,2504.192996827946,2368.784322501606,2640.604698371518
8936,1.0,1.0,1.0,1.0,1.0,1.0,2504.948286747211,2368.8503486173195,2639.930668007186
8986,1.0,1.0,1.0,1.0,1.0,1.0,2503.867670454203,2368.2294704473375,2639.505870461069
9036,1.0,1.0,1.0,1.0,1.0,1.0,2504.360844185906,2368.285295010187,2640.436393361625
9086,1.0,1.0,1.0,1.0,1.0,1.0,2504.182659294741,2367.683965930934,2640.6813526585483
9136,1.0,1.0,1.0,1.0,1.0,1.0,2505.2041046047116,2368.23702303387,2639.9971055156984
9186,1.0,1.0,1.0,1.0,1.0,1.0,2504.482367593444,2367.6606663408556,2640.2181823281544
9236,1.0,1.0,1.0,1.0,1.0,1.0,2503.889435797844,2367.739060403087,2640.0398111926006
9286,1.0,1.0,1.0,1.0,1.0,1.0,2504.0622578415014,2367.8570091029965,2639.2356486350172
9336,1.0,1.0,1.0,1.0,1.0,1.0,2503.4844434891866,2368.4846120916554,2639.4917363150576
9386,1.0,1.0,1.0,1.0,1.0,1.0,2503.8398738378983,2367.8944603221125,2639.785287353684
9436,1.0,1.0,1.0,1.0,1.0,1.0,2503.4695399919656,2367.6424418207694,2640.317894540389
9486,1.0,1.0,1.0,1.0,1.0,1.0,2503.5269851525336,2367.672109150253,2639.3818611548145
9536,1.0,1.0,1.0,1.0,1.0,1.0,2503.2029654680705,2367.9302144095564,2639.463108870077
9586,1.0,1.0,1.0,1.0,1.0,1.0,2503.1422752956623,2367.4801187254247,2639.7665748202985
9636,1.0,1.0,1.0,1.0,1.0,1.0,2503.1701289676353,2367.651496172012,2639.692603487671
9686,1.0,1.0,1.0,1.0,1.0,1.0,2503.8897089416264,2368.0654392818865,2639.7139786013668
9736,1.0,1.0,1.0,1.0,1.0,1.0,2503.581786722381,2368.983620741761,2640.1306507606905
9786,1.0,1.0,1.0,1.0,1.0,1.0,2503.787762665862,2369.1258089156295,2640.521438781482
9836,1.0,1.0,1.0,1.0,1.0,1.0,2503.7204102499495,2368.982043953406,2640.425759996078
9886,1.0,1.0,1.0,1.0,1.0,1.0,2504.2332908146664,2368.448168353565,2640.018413275768
9936,1.0,1.0,1.0,1.0,1.0,1.0,2504.831085630776,2368.749242677277,2639.9679157859873
9986,1.0,1.0,1.0,1.0,1.0,1.0,2504.429632635154,2369.0762697238374,2640.7498052815517
10036,1.0,1.0,1.0,1.0,1.0,1.0,2505.008224706569,2369.1011832338972,2640.915266179241
10086,1.0,1.0,1.0,1.0,1.0,1.0,2505.2349069698635,2369.2340832244595,2640.2207991947794
10136,1.0,1.0,1.0,1.0,1.0,1.0,2504.941391358562,2369.94334498634,2639.939437730784
10186,1.0,1.0,1.0,1.0,1.0,1.0,2505.2013401998856,2369.6075940422543,2640.795086357517
10236,1.0,1.0,1.0,1.0,1.0,1.0,2505.19424430501,2369.679554880074,2640.7089337299467
10286,1.0,1.0,1.0,1.0,1.0,1.0,2505.188991390629,2369.6456622195415,2640.732320561716
10336,1.0,1.0,1.0,1.0,1.0,1.0,2505.543149973294,2370.065704553264,2641.020595393324
10386,1.0,1.0,1.9322449644374509,1.0,1.0,1.0,2505.3775310711394,2369.327077708834,2640.405048693879
10436,1.0,1.0,5.362061040063852,1.0,1.0,1.0,2505.21740654262,2369.53763935715,2640.8971737280904
10486,1.0,1.0,9.745840446541958,1.0,1.0,1.0,2504.7487694974143,2369.643036298801,2641.9171856456246
10536,1.0,1.0,15.337061604847149,1.0,1.0,1.0,2504.6002320101525,2367.9513591491113,2642.3422958540823
10586,1.0,1.0,22.543237601136113,1.0,1.0,1.0,2505.247834945087,2368.4171847608986,2642.0784851292756
10636,2.9930921598735027,1.0,31.099008642366574,1.0,1.0,1.0,2504.647602797872,2368.7485291877215,2642.6057532809036
10686,9.26014735888779,1.0,40.927278984969334,1.0,1.0,1.0,2504.923001363572,2368.0494025452313,2642.841436814114
10736,16.941466749249283,1.0,51.133324246134165,1.0,1.0,1.0,2504.2807241718956,2367.30619980013,2642.2929343343567
10786,24.676256957412573,2.7167590608863788,60.32065934017972,1.0,1.0,1.0,2504.407033298367,2367.1316304528427,2642.6992909797837
10836,31.85897179346535,7.430699710519565,67.78290132720915,1.0,1.0,1.0,2504.395060533978,2366.9094266395496,2642.9805794995614
10886,37.78835365034359,11.9399756200764,73.68887869238134,1.0,1.0,1.0,2505.189904326459,2367.0148443502935,2643.3649643026242
10936,41.36064306247268,15.055115426867818,77.32263020988186,1.0,1.0,1.0,2504.922118980831,2365.889101476466,2642.954898949193
10986,43.78390029051962,17.170769466580648,79.03765800534786,1.0,1.0,1.0,2504.3476515835846,2366.017764678772,2642.6775384883967
11036,44.38133606906154,17.498408786383077,79.25648497632008,1.0,1.0,1.0,2505.0476632177956,2366.1068871647467,2642.951567807762
11086,43.62253571572561,16.655483095291405,78.34261596453464,1.0,1.0,1.0,2505.4062319265204,2366.863240128782,2642.9666493143463
11136,42.45902387140399,15.1000903842028,76.89909308470432,1.0,1.0,1.0,2505.591338731295,2368.8889164208636,2642.293761041726
11186,39.958871121833496,12.35831387510872,74.61290410938793,1.0,1.0,1.0,2504.964147496103,2368.771031219545,2642.1586837452837
11236,37.47472824779696,9.881733735425607,71.96597138826115,1.0,1.0,1.0,2504.810000992815,2368.718863514134,2641.9321319372434
11286,34.266365997685384,7.037760828759996,69.13226286033375,1.0,1.0,1.0,2505.0770469691447,2368.4847859628208,2641.6693079754687
11336,31.2611500260724,4.652082214969371,66.08289308751587,1.0,1.0,1.0,2505.1376320503014,2369.611038785352,2641.653470521565
11386,27.91272457593325,2.253621714972552,63.19399100975421,1.0,1.0,1.0,2505.1355899295936,2369.4015282003465,2640.869651658841
11436,24.371836089917267,1.4731589455382272,60.028347643307484,1.0,1.0,1.0,2504.9720330485156,2369.5402737808504,2640.4037923161804
11486,20.769997665707475,1.170095772111506,56.80852695393232,1.0,1.0,1.0,2504.5687784405745,2370.6907550579344,2640.5064637214095
11536,17.656467776176193,1.0,53.88032048901114,1.0,1.0,1.0,2505.4273879628736,2370.8384635834323,2641.02070730037
11586,14.22105450104797,1.0,50.591557627525525,1.0,1.0,1.0,2505.8203847058417,2370.742418273312,2640.898351138371
11636,10.92946834204727,1.0,46.77630983880488,1.0,1.0,1.0,2505.5522791572307,2370.680641813647,2640.4239165008144
11686,7.829863581827984,1.0,43.16243148719526,1.0,1.0,1.0,2504.9527332535895,2369.475199021923,2640.430267485256
11736,5.1136043159846425,1.0,39.34428960400234,1.0,1.0,1.0,2505.2640344821843,2369.659200517216,2640.868868447152
11786,2.6604529170185356,1.0,36.19346662181185,1.0,1.0,1.0,2505.4937002268484,2370.402921472045,2640.5844789816515
11836,1.2780224119243944,1.0,31.799412258370477,1.0,1.0,1.0,2504.8088165260283,2370.342595652424,2640.263759611938
11886,1.052568931126453,1.0,29.074675052639375,1.0,1.0,1.0,2504.894135227674,2370.583526003621,2640.2070624310104
11936,1.0,1.0,25.43872973121995,1.0,1.0,1.0,2505.5492660142945,2369.5812946294536,2639.4413905077636
11986,1.0,1.0,22.03003824897173,1.0,1.0,1.0,2505.3089019964586,2369.489043730226,2640.1075583208403
12036,1.0,1.0,17.410995842077472,1.0,1.0,1.0,2504.437320317537,2368.6855259329136,2640.18911470216
12086,1.0,1.0,14.30410150595905,1.0,1.0,1.0,2504.866621198423,2369.5099123501154,2640.2233300467306
12136,1.0,1.0,11.691701679837543,1.0,1.0,1.0,2504.749571794541,2368.8281282013454,2639.7001479334995
12186,1.0,1.0,9.05935184603129,1.0,1.0,1.0,2504.0241074571877,2368.288364199911,2639.7598507144644
12236,1.0,1.0,6.030667045548316,1.0,1.0,1.0,2503.901607840734,2368.359418639282,2640.425986819008
12286,1.0,1.0,3.258384255865015,1.0,1.0,1.0,2504.0346933992028,2369.0254491207597,2639.0439376776453
12336,1.0,1.0,1.0,1.0,1.0,1.0,2504.0761920563027,2367.9843772648524,2640.1680068477526
12386,1.0,1.0,1.0,1.0,1.0,1.0,2504.4256905344,2368.386569099924,2640.4648119688763
12436,1.0,1.0,1.0,1.0,1.0,1.0,2504.4247996990043,2368.4649934487184,2640.3846059492907
12486,1.0,1.0,1.0,1.0,1.0,1.0,2504.265621634935,2367.465149914701,2640.07478558908
12536,1.0,1.0,1.0,1.0,1.0,1.0,2504.100891335778,2368.3179719520385,2639.8838107195184
12586,1.0,1.0,1.0,1.0,1.0,1.0,2503.6880707249416,2367.8997748805464,2640.4748099211333
12636,1.0,1.0,1.0,1.0,1.0,1.0,2503.913176915904,2367.1846719195464,2640.641681912262
12686,1.0,1.0,1.0,1.0,1.0,1.0,2503.6842453905742,2365.6936800594235,2640.689163826503
12736,1.0,1.0,1.0,1.0,1.0,1.0,2504.0173558494666,2365.77345828966,2641.259486035651
12786,1.0,1.0,1.0,1.0,1.0,1.0,2504.2291755768706,2365.7398152365095,2641.743258731736
12836,1.0,1.0,1.0,1.0,1.0,1.0,2504.0245541525514,2365.3006363989125,2641.7783745792417
12886,1.0,1.0,1.0,1.0,1.0,1.0,2503.271003574614,2364.9433013243124,2642.5797533586056
12936,1.0,1.0,1.0,1.0,1.0,1.0,2503.8767545056457,2365.9217151823595,2642.8242761262222
12986,1.0,1.0,1.0,1.0,1.0,1.0,2503.776430577,2366.119521386254,2642.468354122564
13036,1.0,1.0,1.0,1.0,1.0,1.0,2503.9949433403876,2365.96263983935,2643.971363792144
13086,1.0,1.0,1.0,1.0,1.0,1.0,2504.185730543056,2365.450639545744,2643.9639425253104
13136,1.0,1.0,1.0,1.0,1.0,1.0,2504.4494960652937,2364.5183185425058,2644.3806735880817
13186,1.0,1.0,1.0,1.0,1.0,1.0,2504.193302923442,2364.8624890662236,2643.5241167806603
13236,1.0,1.0,1.0,1.0,1.0,1.0,2504.4227288994553,2364.5091492262077,2643.3779963831594
13286,1.0,1.0,1.0,1.0,1.0,1.0,2504.0643572305266,2365.3984400223176,2643.7278709654133
13336,1.0,1.0,1.0,1.0,1.0,1.0,2504.2463255720304,2366.2951359723406,2643.162208805284
13386,1.0,1.0,1.0,1.0,1.0,1.1011731983997424,2504.075372593397,2367.018786333405,2643.3787881363396
13436,1.0,1.0,1.0,1.0,1.0,2.9115712394002697,2504.765591304559,2367.7999531945343,2642.835791012246
13486,1.0,1.0,1.0,1.0,1.0,5.322811508144006,2505.2990468334865,2367.2232894999415,2642.336640578057
13536,1.0,1.0,1.0,1.0,1.0,7.4257750265189575,2505.117805570699,2368.0276609446832,2643.1942102299954
13586,1.0,1.0,1.0,1.0,1.0,9.160358102902052,2504.8446574596965,2368.1741806519526,2642.4776024139737
13636,1.0,1.0,1.0,1.0,1.0,10.790792181538396,2505.0704958727274,2367.237631527453,2642.903360218002
13686,1.0,1.0,1.0,1.0,1.0,12.3931273801144,2505.102156249363,2368.4241128816843,2642.7778495686302
13736,1.0,1.0,1.0,1.116556638703195,1.0,13.287043037103851,2505.129048165174,2368.933734929356,2641.324361400992
13786,1.0,1.0,1.0,1.6379467768410105,1.0,14.259915049758296,2505.6079544480467,2369.0115926158105,2641.1849404457143
13836,1.0,1.0,1.0,2.0211416577141725,1.0,14.802677696784306,2506.002555490193,2368.670725234996,2641.413660846716
13886,1.0,1.0,1.0,2.2110311256624975,1.0,14.995664520653195,2505.60102720879,2368.4166856764014,2641.8521419280337
13936,1.0,1.0,1.0,2.465466077274899,1.0,15.093349431525231,2504.6380213287257,2369.2676620253596,2640.9550265013468
13986,1.0,1.0,1.0,2.550998949016094,1.0,15.222470322148371,2505.48825399823,2369.5177995650715,2641.4587084313885
14036,1.0,1.0,1.0,2.551252791103821,1.0,14.547736996527822,2505.5365562249267,2369.424305826443,2640.6479812528337
14086,1.0,1.0,1.0,2.6092745857661908,1.0,13.68432760865982,2505.0707875463277,2369.036050392463,2641.1055247001927
14136,1.0,1.0,1.0,2.5164589580233057,1.0,12.68454862397044,2505.0325834675123,2368.632356105159,2641.432810829865
14186,1.0,1.0,1.0,2.341335185831481,1.0,11.550762516767174,2504.570583922978,2368.5619607462045,2641.537014305222
14236,1.0,1.0,1.0,2.0873298044267874,1.0,10.58517816696603,2505.3172691352547,2368.8916833788826,2641.7428548916264
14286,1.0,1.0,1.0,1.9901315062502047,1.0,9.582158045653411,2505.416661477203,2368.5385811692363,2641.2732635739167
14336,1.0,1.0,1.047565433508225,1.814307540223745,1.0,8.474333449972812,2504.9409694538126,2368.837555310411,2641.0443835972137
14386,1.0,1.0,2.3528768203709807,1.6338500530874986,1.0,7.727480669338253,2504.4782257755423,2368.428472091013,2641.53575541329
14436,1.0,1.0,3.918303428842901,1.4975311299862533,1.0,7.077493388266579,2504.5460011488044,2367.667918921693,2641.4240833759163
14486,1.0,1.0,5.197897569759478,1.333946912399477,1.0,6.416643577191178,2503.7715714059827,2368.2509084107437,2641.148681839513
14536,1.0,1.0,7.287942296208695,1.2055353562893316,1.0,5.803205582172158,2503.6110584444614,2368.491873565744,2640.7172901596305
14586,1.0,1.0,8.56911094919586,1.0269931053099635,1.0,5.341438854924212,2504.6434415182275,2368.2639328525543,2640.0274793177277
14636,1.0,1.0,9.839019513942365,1.0,1.0,4.980536726726878,2504.7133221106255,2369.1407610826127,2640.285883138638
14686,1.0,1.0,11.11610594838985,1.0,1.0,4.516071312944732,2504.3139813588914,2368.7890378887996,2640.8069601394836
14736,1.0,1.0,12.39925463817743,1.0,1.0,4.135669257307311,2504.5508053781045,2367.7505018692514,2640.407658517931
14786,1.0,1.0,13.150354962792902,1.0,1.0,3.7724733208003567,2504.752043552984,2368.3015839886248,2641.2025031173434
14836,1.0,1.0,13.631905865568708,1.0,1.0,3.4582752945366106,2504.057294988905,2368.990038537256,2640.974787830303
14886,1.0,1.0,14.646843479708938,1.0,1.0,3.0647420134181376,2504.8868092695384,2368.708592539326,2640.0011336815455
14936,1.0,1.0,15.642103891370732,1.0,1.0,2.6088547670688316,2504.219920687455,2368.742588560814,2639.697252814096
14986,1.0,1.0,16.387643268950054,1.0,1.0,2.2713781315855015,2504.6006743137045,2369.9685905264946,2640.2300327956345
15036,1.0,1.0,16.87755979395831,1.0,1.0,1.820723751888659,2505.1252107522723,2369.625600944229,2640.624820560315
15086,1.1712976867954856,1.0,17.35974056292533,1.0,1.0,1.4821110134988096,2504.2401150450896,2370.3357118926274,2640.1581182449577
15136,1.4570094609739062,1.0,18.091798133479468,1.0,1.0,1.0567844228039986,2504.192473094707,2370.0288683598687,2640.329072016823
15186,1.8841730052878014,1.0,18.82681026752923,1.0,1.0,1.0,2504.02358802288,2369.5005641672806,2639.5580631856647
15236,2.109465070728631,1.0,19.29265004568497,1.0,1.0,1.0,2504.4320137565905,2370.3239184806084,2639.4912302756647
15286,2.585648945584748,1.0,20.277618939517943,1.0,1.0,1.0,2505.522577623679,2369.834594883086,2639.339001981643
15336,2.741803167173385,1.0,21.475035011023316,1.0,1.0,1.0,2504.480701839314,2370.017951449517,2639.883751182886
15386,2.760527818641366,1.0,22.445838951151476,1.0,1.0,1.0,2504.423821103888,2370.5614930647043,2639.249187474288
15436,3.158694307490487,1.0,23.970878014212907,1.0,1.0,1.0,2504.3681924022976,2369.6351083086747,2639.10127649592
15486,3.5816990527878616,1.0,25.6964912079147,1.0,1.0,1.0,2504.551099957436,2370.360926544225,2639.750222042926
15536,4.622906218654181,1.0,28.247504226622397,1.0,1.0,1.0,2504.371407145863,2370.0846353775078,2640.647612570046
15586,5.477281070912957,1.0,31.17966940274442,1.0,1.0,1.0,2503.8705903132827,2370.2884686660436,2640.377867909002
15636,6.908010633494593,1.0,34.715457784301336,1.0,1.0,1.0,2504.749217172493,2370.7557470171078,2640.684621677957
15686,8.572400874107368,1.0,39.01216242448325,1.0,1.0,1.0,2504.98113074925,2370.8469591881735,2641.0878636568127
15736,10.568352467858274,1.0,43.53474711715999,1.0,1.0,1.0,2505.575808364694,2370.9817475719406,2640.169869157447
15786,12.952465519265289,1.0,48.60026529677313,1.0,1.0,1.0,2505.009206883507,2370.4999097331993,2640.507542983449
15836,15.944024466760967,1.0,54.056732854312514,1.0,1.0,1.0,2505.853136192517,2370.0919576596198,2640.7031658762
15886,19.528470879068333,1.1483431660930608,60.02218974671698,1.0,1.0,1.0,2505.5896196846793,2370.0509797936807,2640.1389264377876
15936,22.91403878432788,1.4996516474510846,65.74281305808147,1.0,1.0,1.0,2506.2480421986234,2369.6932160228885,2640.8659204853416
15986,26.369136772808016,2.062089226069222,70.72949854560632,1.0,1.0,1.0,2505.041033034486,2369.870373418478,2641.220428916285
16036,29.032232317460675,2.836265484798186,75.35436878985166,1.0,1.0,1.0,2504.861751341642,2368.765983402556,2640.9575192807283
16086,30.263914794701318,3.443983939531965,77.19879379124768,1.0,1.0,1.0,2504.4647023101625,2368.9500420517484,2640.990666003341
16136,30.423190769512026,3.745524232405672,78.51319492192742,1.0,1.0,1.0,2505.240427287266,2368.1198931876693,2641.3452537268663
16186,29.331336202381145,3.7291558225327015,77.12207291143157,1.0,1.0,1.0,2504.6766213560827,2367.9918826784656,2641.3613600336994
16236,27.51915007066254,3.808611362386031,74.37569085130421,1.0,1.0,1.0,2504.8499604533213,2368.0424761804597,2641.657444726183
16286,24.742978680021924,3.0151782477256552,70.71774481212707,1.0,1.0,1.0,2504.523468121703,2368.0907648756133,2642.0137892224134
16336,23.331925207399614,2.6460418913770263,67.61719653184234,1.0,1.0,1.0,2504.3608377602036,2367.841533184592,2641.8483643540817
16386,21.58991899282782,2.288868021872471,63.40886276323107,1.0,1.0,1.0,2503.8734360416715,2368.062110522717,2640.65484245719
16436,19.695401676597736,1.9187164142891955,59.52834457917798,1.0,1.0,1.0,2504.539923178207,2367.8740400478537,2639.1351111096164
16486,17.12250911439734,1.249366144272466,54.47108080880881,1.0,1.0,1.0,2504.98438804255,2368.5909876538053,2639.357145462572
16536,15.201586633706206,1.0,50.010459418494534,1.0,1.0,1.0,2503.848985461464,2369.0695729622835,2639.641777001992
16586,13.020992735495076,1.0,46.17586139071707,1.0,1.0,1.0,2504.670394974869,2368.2655648119053,2640.0938954244302
16636,11.117697581670111,1.0,42.905079528086546,1.0,1.0,1.0,2504.1540570062016,2368.6750253093733,2639.6330887030294
16686,9.44652749121036,1.0,40.38871620404005,1.0,1.0,1.0,2504.6581700962092,2368.876917570277,2639.483216618438
16736,7.778874660411245,1.0,37.62511711236345,1.0,1.0,1.0,2504.1983669337824,2368.7648959601975,2639.6318379073673
16786,5.835652060398066,1.0,35.61238201709515,1.0,1.0,1.0,2503.837070769388,2369.125375908869,2639.5320626726843
16836,3.8760769560497352,1.0,34.09418657674464,1.0,1.0,1.0,2504.0629189032525,2368.772512465142,2639.3533253413625
16886,1.9901299987984447,1.0,31.37311821150399,1.0,1.0,1.0,2503.713225142644,2369.661628532715,2638.7022455050906
16936,1.0,1.0,28.911057869645653,1.0,1.0,1.0,2503.7698624690856,2369.1948463841113,2638.34487855406
16986,1.0,1.0,26.22231497774263,1.0,1.0,1.0,2504.1089781273017,2369.268500321808,2638.9494559327954
17036,1.0,1.0,23.048567812635575,1.0,1.0,1.0,2505.0795977495263,2369.5120375528427,2639.6924568180643
17086,1.0,1.0,19.620385721255076,1.0,1.0,1.0,2504.3556133223547,2369.2249387490374,2639.4862878956715
17136,1.0,1.0,16.359768062894222,1.0,1.0,1.0,2504.5087057618975,2369.679935693577,2640.4426296832366
17186,1.0,1.0,12.9751042792475,1.0,1.0,1.0,2503.6213871427885,2370.0506223956277,2639.200734818478
17236,1.0,1.0,9.896132275683085,1.0,1.0,1.0,2504.853446739958,2369.5474204757957,2639.1998557965735
17286,1.0,1.0,7.064753641562616,1.0,1.0,1.0,2504.319856710003,2370.1182059812736,2639.508284282326
17336,1.0,1.0,3.989444580989328,1.0,1.0,1.0,2503.808701456363,2370.0951412286595,2639.517986463585
17386,1.0,1.0,1.1697241223285075,1.0,1.0,1.0,2504.4252824974396,2369.84995189128,2639.961865465072
17436,1.0,1.0,1.0,1.0,1.0,1.0,2504.4814721316134,2370.133032020271,2638.8299122429557
17486,1.0,1.0,1.0,1.0,1.0,1.0,2504.6357277977236,2370.1360937150157,2637.2929011395727
17536,1.0,1.0,1.0,1.0,1.0,1.0,2504.146459955914,2370.150021157301,2638.1428987545264
17586,1.0,1.0,1.0,1.0,1.0,1.0,2504.401414682748,2368.9783442722273,2638.835995528229
17636,1.0,1.0,1.0,1.0,1.0,1.0,2504.373320751649,2370.147788653394,2638.598852849904
17686,1.0,1.0,1.0,1.0,1.0,1.0,2504.91404132648,2370.18447935897,2638.5827406013323
17736,1.0,1.0,1.0,1.0,1.0,1.0,2504.503945866538,2370.3736273116806,2638.6342644213955
17786,1.0,1.0,1.0,1.0,1.0,1.0,2504.356584725866,2370.3842149764187,2638.3289544753134
17836,1.0,1.0,1.0,1.0,1.0,1.0,2503.8807059162577,2370.0651550402686,2638.64530325236
17886,1.0,1.0,1.0,1.0,1.0,1.0,2504.4228066922947,2370.2553334675595,2638.59027991703
17936,1.0,1.0,1.0,1.0,1.0,1.0,2503.979777417443,2369.29663816883,2638.662916666056
17986,1.0,1.0,1.0,1.0,1.0,1.0,2504.888859405865,2369.5467977420244,2638.2835532759814
18036,1.0,1.0,1.0,1.0,1.0,1.0,2503.8137936255853,2369.46079788522,2639.154679040512
18086,1.0,1.0,1.0,1.0,1.0,1.0,2504.5498441062064,2369.2010378156765,2638.9249179773797
18136,1.0,1.0,1.0,1.0,1.0,1.0,2503.673543718573,2369.819150994079,2639.5872347926743
18186,1.0,1.0,1.0,1.0,1.0,1.0,2504.0114030127893,2370.3235641383617,2638.7044136080776
18236,1.0,1.0,1.0,1.0,1.0,1.0,2504.872233965195,2370.1889631273625,2638.4693493930445
18286,1.0,1.0,1.0,1.0,1.0,1.0,2504.4385669429407,2370.6419559347255,2639.3055508392217
18336,1.0,1.0,1.0,1.0,1.0,1.0,2504.167986082276,2370.8882686551756,2639.650674045362
18386,1.0,1.0,1.0,1.0,1.0,1.0,2504.2963427002314,2370.609839054862,2639.9781672955314
18436,1.0,1.0,1.0,1.0,1.0,1.0,2504.9102972888622,2369.9976111321394,2639.822983445585
18486,1.0,1.0,1.0,1.0,1.0,1.0,2504.842503887078,2370.2920875897066,2639.3929201844494
18536,1.0,1.0,1.0,1.0,1.0,1.0,2504.4582886468224,2369.895357948717,2640.0563188118363
18586,1.0,1.0,1.0,1.0,1.0,1.0,2504.6596990576486,2369.596771999627,2639.7226261156707
18636,1.0,1.0,1.0,1.0,1.0,1.0,2504.5750633191137,2369.828729626007,2640.3659422346473
18686,1.0,1.0,1.0,1.0,1.0,1.0,2504.6078686693495,2369.829803777069,2639.3859335616294
18736,1.0,1.0,1.0,1.0,1.0,1.0,2505.182584718791,2369.4124955377565,2639.9759106683077
18786,1.0,1.0,1.0,1.0,1.0,1.0,2504.842319515475,2369.0589149976863,2639.612415044325
18836,1.0,1.0,1.0,1.0,1.0,1.0,2504.8915270696175,2368.833891989766,2639.991009789752
18886,1.0,1.0,1.0,1.0,1.0,1.0,2503.8686993771325,2368.666760219091,2640.1436697983336
18936,1.0,1.0,1.0,1.0,1.0,1.0,2504.084607147487,2368.8719787644627,2639.297235530511
18986,1.0,1.0,1.0,1.0,1.0,1.0,2504.698890455236,2369.6102579387825,2639.7875229716888
19036,1.0,1.0,1.0,1.0,1.0,1.0,2505.018681227117,2369.634491875056,2640.402870579179
19086,1.0,1.0,1.0,1.0,1.0,1.0,2505.029944185671,2370.140354786192,2639.9195335851496
19136,1.0,1.0,1.0,1.0,1.0,1.0,2505.1118820373076,2370.093403769165,2640.1303603054503
19186,1.0,1.0,1.0,1.0,1.0,1.0,2504.8555433096703,2369.6105022348675,2639.1805500914475
19236,1.0,1.0,1.0,1.0,1.0,1.0,2504.890906732147,2369.002419215427,2639.8087621951763
19286,1.0,1.0,1.0,1.0,1.0,1.0,2504.6951313445297,2369.1757282371786,2640.214534451881
19336,1.0,1.0,1.0,1.0,1.0,1.0,2504.8119237794035,2369.937137482797,2639.68671007601
19386,1.0,1.0,1.0,1.0,1.0,1.0,2504.356155541502,2369.470129758944,2640.185440245617
19436,1.0,1.0,1.0,1.0,1.0,1.0,2504.737255440479,2369.05947931759,2640.415031563368
19486,1.0,1.0,1.0,1.0,1.0,1.0,2504.189081557989,2369.5442383554937,2639.8387370231894
19536,1.0,1.0,1.0,1.0,1.0,1.0,2504.147708033501,2369.171620020318,2640.081073266636
19586,1.0,1.0,1.0,1.0,1.0,1.0,2504.525516932664,2368.1755341389166,2639.908478571845
19636,1.0,1.0,1.0,1.0,1.0,1.0,2505.166138822379,2368.693441224535,2640.6353607025917
19686,1.0,1.0,1.0,1.0,1.0,1.0,2504.622888736194,2368.8467144307124,2641.4276704227777
19736,1.0,1.0,1.0,1.0,1.0,1.0,2505.0379984094775,2368.710979729121,2641.3650170898336
19786,1.0,1.0,1.0,1.0,1.0,1.0,2504.369606338948,2369.266995091185,2641.459020693296
19836,1.0,1.0,1.0,1.0,1.0,1.0,2504.9236970025113,2369.0656560726684,2640.7817379323546
19886,1.0,1.0,1.0,1.0,1.0,1.0,2504.926197455516,2369.037511773788,2640.814883137244
19936,1.0,1.0,1.0,1.0,1.0,1.0,2505.2823193125646,2368.7647632791745,2640.8518367623897
19986,1.0,1.0,1.0,1.0,1.0,1.0,2504.558527538334,2368.6080714547575,2641.5467733630067
20036,1.0,1.0,1.0,1.0,1.0,1.0,2504.7996130656898,2368.156347206742,2640.500511573886
20086,1.0,1.0,1.0,1.0,1.0,1.0,2504.344054944517,2368.018647358755,2641.6502208582347
20136,1.0,1.0,1.0,1.0,1.0,1.0,2504.3877858237415,2368.7522516641393,2640.958737460306
20186,1.0,1.0,1.0,1.0,1.0,1.0,2504.6732167196064,2367.7752015371143,2640.607161372645
20236,1.0,1.0,1.0,1.0,1.0,1.0,2504.9613068312174,2368.251837451569,2640.6655595242505
20286,1.0,1.0,1.0,1.0,1.0,1.0,2504.0172263448726,2368.840189962788,2640.120132839163
20336,1.0,1.0,1.0,1.0,1.0,1.0,2504.508277064155,2367.8651095034224,2640.1958979985893
20386,1.0,1.0,1.0,1.0,1.0,1.0,2504.0497801190877,2368.2420149844165,2640.781407601614
20436,1.0,1.0,1.0,1.0,1.0,1.0,2504.4594628821737,2368.310260029243,2641.504384174926
20486,1.0,1.0,1.0,1.0,1.0,1.0,2504.5925697813786,2367.4757670187682,2640.7437612569283
20536,1.0,1.0,1.0,1.0,1.0,1.0,2504.255855019167,2366.7697090007396,2641.742001037595
20586,1.0,1.0,1.0,1.0,1.0,1.0,2505.163582287227,2367.48629345107,2641.8134286693835
20636,1.0,1.0,1.0,1.0,1.0,1.0,2504.8008994975958,2368.3195071976097,2641.2822917975814
20686,1.0,1.0,1.0,1.0,1.0,1.0,2504.66450706676,2368.0247535925114,2640.292114218977
20736,1.0,1.0,1.0,1.0,1.0,1.0,2504.4781896424947,2367.3294579500916,2641.626921334898
20786,1.0,1.0,1.0,1.0,1.0,1.0,2503.7869814131454,2366.598015132337,2640.975947693954
